id_estudiante,id_periodo,promedio,asistencia,deserta,fse_puntos,fse_clase
293,9,6.0,30.0,1,142,B
293,9,6.0,30.0,1,142,B
293,9,6.0,30.0,1,142,B
299,3,11.428571,57.1,1,160,B
299,3,11.428571,57.1,1,160,B
299,3,11.428571,57.1,1,160,B
299,3,11.428571,57.1,1,160,B
299,3,11.428571,57.1,1,160,B
299,3,11.428571,57.1,1,160,B
299,3,11.428571,57.1,1,160,B
304,9,12.833333,64.2,1,166,C
304,9,12.833333,64.2,1,166,C
304,9,12.833333,64.2,1,166,C
304,9,12.833333,64.2,1,166,C
304,9,12.833333,64.2,1,166,C
304,9,12.833333,64.2,1,166,C
307,9,7.5,37.5,1,146,B
307,9,7.5,37.5,1,146,B
307,9,7.5,37.5,1,146,B
307,9,7.5,37.5,1,146,B
308,9,13.0,65.0,1,146,B
308,9,13.0,65.0,1,146,B
308,9,13.0,65.0,1,146,B
317,8,12.0,60.0,1,158,B
317,8,12.0,60.0,1,158,B
317,8,12.0,60.0,1,158,B
317,8,12.0,60.0,1,158,B
317,8,12.0,60.0,1,158,B
320,7,11.0,55.0,1,142,B
320,7,11.0,55.0,1,142,B
320,7,11.0,55.0,1,142,B
320,7,11.0,55.0,1,142,B
323,8,2.5,12.5,1,162,C
323,8,2.5,12.5,1,162,C
328,7,13.0,65.0,0,164,C
328,8,6.0,30.0,1,166,C
328,8,6.0,30.0,1,166,C
328,8,6.0,30.0,1,166,C
346,9,11.25,56.3,1,144,B
346,9,11.25,56.3,1,144,B
346,9,11.25,56.3,1,144,B
346,9,11.25,56.3,1,144,B
347,9,8.714286,43.6,1,152,B
347,9,8.714286,43.6,1,152,B
347,9,8.714286,43.6,1,152,B
347,9,8.714286,43.6,1,152,B
347,9,8.714286,43.6,1,152,B
347,9,8.714286,43.6,1,152,B
347,9,8.714286,43.6,1,152,B
359,7,10.333333,51.7,1,154,B
359,7,10.333333,51.7,1,154,B
359,7,10.333333,51.7,1,154,B
369,3,8.5,42.5,0,148,B
369,3,8.5,42.5,0,148,B
369,3,8.5,42.5,0,148,B
369,3,8.5,42.5,0,148,B
386,8,10.0,50.0,1,148,B
386,8,10.0,50.0,1,148,B
386,8,10.0,50.0,1,148,B
390,9,10.333333,51.7,1,160,B
390,9,10.333333,51.7,1,160,B
390,9,10.333333,51.7,1,160,B
390,9,10.333333,51.7,1,160,B
390,9,10.333333,51.7,1,160,B
390,9,10.333333,51.7,1,160,B
406,8,11.2,56.0,1,150,B
406,8,11.2,56.0,1,150,B
406,8,11.2,56.0,1,150,B
406,8,11.2,56.0,1,150,B
406,8,11.2,56.0,1,150,B
413,8,11.75,58.8,1,146,B
413,8,11.75,58.8,1,146,B
413,8,11.75,58.8,1,146,B
413,8,11.75,58.8,1,146,B
414,5,12.5,62.5,1,164,C
414,5,12.5,62.5,1,164,C
423,9,7.75,38.8,1,152,B
423,9,7.75,38.8,1,152,B
423,9,7.75,38.8,1,152,B
423,9,7.75,38.8,1,152,B
426,9,4.0,20.0,1,142,B
426,9,4.0,20.0,1,142,B
426,9,4.0,20.0,1,142,B
426,9,4.0,20.0,1,142,B
436,8,12.5,62.5,1,146,B
436,8,12.5,62.5,1,146,B
438,8,14.0,70.0,1,150,B
460,9,2.666667,13.3,1,136,A
460,9,2.666667,13.3,1,136,A
460,9,2.666667,13.3,1,136,A
472,9,12.0,60.0,1,160,B
472,9,12.0,60.0,1,160,B
472,9,12.0,60.0,1,160,B
472,9,12.0,60.0,1,160,B
472,9,12.0,60.0,1,160,B
477,9,11.0,55.0,1,148,B
477,9,11.0,55.0,1,148,B
477,9,11.0,55.0,1,148,B
477,9,11.0,55.0,1,148,B
477,9,11.0,55.0,1,148,B
480,9,9.0,45.0,1,156,B
480,9,9.0,45.0,1,156,B
480,9,9.0,45.0,1,156,B
480,9,9.0,45.0,1,156,B
502,9,13.333333,66.7,1,142,B
502,9,13.333333,66.7,1,142,B
502,9,13.333333,66.7,1,142,B
502,9,13.333333,66.7,1,142,B
502,9,13.333333,66.7,1,142,B
502,9,13.333333,66.7,1,142,B
505,9,12.75,63.8,1,172,C
505,9,12.75,63.8,1,172,C
505,9,12.75,63.8,1,172,C
505,9,12.75,63.8,1,172,C
536,9,13.5,67.5,1,152,B
536,9,13.5,67.5,1,152,B
613,9,13.857143,69.3,1,156,B
613,9,13.857143,69.3,1,156,B
613,9,13.857143,69.3,1,156,B
613,9,13.857143,69.3,1,156,B
613,9,13.857143,69.3,1,156,B
613,9,13.857143,69.3,1,156,B
613,9,13.857143,69.3,1,156,B
617,7,13.75,68.8,1,162,C
617,7,13.75,68.8,1,162,C
617,7,13.75,68.8,1,162,C
617,7,13.75,68.8,1,162,C
623,9,13.571429,67.9,1,160,B
623,9,13.571429,67.9,1,160,B
623,9,13.571429,67.9,1,160,B
623,9,13.571429,67.9,1,160,B
623,9,13.571429,67.9,1,160,B
623,9,13.571429,67.9,1,160,B
623,9,13.571429,67.9,1,160,B
625,9,14.0,70.0,1,142,B
625,9,14.0,70.0,1,142,B
625,9,14.0,70.0,1,142,B
625,9,14.0,70.0,1,142,B
625,9,14.0,70.0,1,142,B
625,9,14.0,70.0,1,142,B
667,9,5.0,25.0,1,152,B
667,9,5.0,25.0,1,152,B
667,9,5.0,25.0,1,152,B
667,9,5.0,25.0,1,152,B
667,9,5.0,25.0,1,152,B
674,8,10.333333,51.7,1,136,A
674,8,10.333333,51.7,1,136,A
674,8,10.333333,51.7,1,136,A
677,9,11.0,55.0,1,142,B
677,9,11.0,55.0,1,142,B
677,9,11.0,55.0,1,142,B
677,9,11.0,55.0,1,142,B
687,9,11.0,55.0,1,138,A
687,9,11.0,55.0,1,138,A
687,9,11.0,55.0,1,138,A
687,9,11.0,55.0,1,138,A
687,9,11.0,55.0,1,138,A
691,9,12.0,60.0,1,144,B
696,9,13.0,65.0,1,154,B
696,9,13.0,65.0,1,154,B
696,9,13.0,65.0,1,154,B
696,9,13.0,65.0,1,154,B
697,9,9.0,45.0,1,144,B
697,9,9.0,45.0,1,144,B
697,9,9.0,45.0,1,144,B
697,9,9.0,45.0,1,144,B
697,9,9.0,45.0,1,144,B
701,9,13.2,66.0,1,158,B
701,9,13.2,66.0,1,158,B
701,9,13.2,66.0,1,158,B
701,9,13.2,66.0,1,158,B
701,9,13.2,66.0,1,158,B
704,9,11.833333,59.2,1,148,B
704,9,11.833333,59.2,1,148,B
704,9,11.833333,59.2,1,148,B
704,9,11.833333,59.2,1,148,B
704,9,11.833333,59.2,1,148,B
704,9,11.833333,59.2,1,148,B
711,9,14.625,73.1,1,148,B
711,9,14.625,73.1,1,148,B
711,9,14.625,73.1,1,148,B
711,9,14.625,73.1,1,148,B
711,9,14.625,73.1,1,148,B
711,9,14.625,73.1,1,148,B
711,9,14.625,73.1,1,148,B
711,9,14.625,73.1,1,148,B
716,9,12.5,62.5,1,144,B
716,9,12.5,62.5,1,144,B
716,9,12.5,62.5,1,144,B
716,9,12.5,62.5,1,144,B
716,9,12.5,62.5,1,144,B
716,9,12.5,62.5,1,144,B
716,9,12.5,62.5,1,144,B
716,9,12.5,62.5,1,144,B
729,9,10.666667,53.3,1,152,B
729,9,10.666667,53.3,1,152,B
729,9,10.666667,53.3,1,152,B
734,9,10.2,51.0,1,156,B
734,9,10.2,51.0,1,156,B
734,9,10.2,51.0,1,156,B
734,9,10.2,51.0,1,156,B
734,9,10.2,51.0,1,156,B
743,9,10.6,53.0,1,148,B
743,9,10.6,53.0,1,148,B
743,9,10.6,53.0,1,148,B
743,9,10.6,53.0,1,148,B
743,9,10.6,53.0,1,148,B
754,9,11.75,58.8,1,162,C
754,9,11.75,58.8,1,162,C
754,9,11.75,58.8,1,162,C
754,9,11.75,58.8,1,162,C
757,9,12.6,63.0,1,164,C
757,9,12.6,63.0,1,164,C
757,9,12.6,63.0,1,164,C
757,9,12.6,63.0,1,164,C
757,9,12.6,63.0,1,164,C
764,9,12.0,60.0,1,154,B
764,9,12.0,60.0,1,154,B
764,9,12.0,60.0,1,154,B
764,9,12.0,60.0,1,154,B
764,9,12.0,60.0,1,154,B
764,9,12.0,60.0,1,154,B
764,9,12.0,60.0,1,154,B
808,4,8.5,42.5,0,154,B
808,4,8.5,42.5,0,154,B
808,4,8.5,42.5,0,154,B
808,4,8.5,42.5,0,154,B
808,5,3.5,17.5,1,154,B
808,5,3.5,17.5,1,154,B
808,5,3.5,17.5,1,154,B
808,5,3.5,17.5,1,154,B
814,7,9.333333,46.7,0,154,B
814,7,9.333333,46.7,0,154,B
814,7,9.333333,46.7,0,154,B
814,8,14.0,70.0,1,166,C
814,8,14.0,70.0,1,166,C
826,8,9.0,45.0,1,140,A
826,8,9.0,45.0,1,140,A
826,8,9.0,45.0,1,140,A
826,8,9.0,45.0,1,140,A
826,8,9.0,45.0,1,140,A
849,9,12.5,62.5,1,146,B
849,9,12.5,62.5,1,146,B
849,9,12.5,62.5,1,146,B
849,9,12.5,62.5,1,146,B
849,9,12.5,62.5,1,146,B
849,9,12.5,62.5,1,146,B
883,8,14.75,73.8,1,152,B
883,8,14.75,73.8,1,152,B
883,8,14.75,73.8,1,152,B
883,8,14.75,73.8,1,152,B
884,9,13.666667,68.3,1,142,B
884,9,13.666667,68.3,1,142,B
884,9,13.666667,68.3,1,142,B
884,9,13.666667,68.3,1,142,B
884,9,13.666667,68.3,1,142,B
884,9,13.666667,68.3,1,142,B
889,9,12.333333,61.7,1,146,B
889,9,12.333333,61.7,1,146,B
889,9,12.333333,61.7,1,146,B
889,9,12.333333,61.7,1,146,B
889,9,12.333333,61.7,1,146,B
889,9,12.333333,61.7,1,146,B
891,9,13.428571,67.1,1,146,B
891,9,13.428571,67.1,1,146,B
891,9,13.428571,67.1,1,146,B
891,9,13.428571,67.1,1,146,B
891,9,13.428571,67.1,1,146,B
891,9,13.428571,67.1,1,146,B
891,9,13.428571,67.1,1,146,B
899,9,13.8,69.0,1,142,B
899,9,13.8,69.0,1,142,B
899,9,13.8,69.0,1,142,B
899,9,13.8,69.0,1,142,B
899,9,13.8,69.0,1,142,B
902,9,13.25,66.3,1,136,A
902,9,13.25,66.3,1,136,A
902,9,13.25,66.3,1,136,A
902,9,13.25,66.3,1,136,A
937,9,12.25,61.3,1,138,A
937,9,12.25,61.3,1,138,A
937,9,12.25,61.3,1,138,A
937,9,12.25,61.3,1,138,A
938,9,13.5,67.5,1,146,B
938,9,13.5,67.5,1,146,B
939,9,12.666667,63.3,1,148,B
939,9,12.666667,63.3,1,148,B
939,9,12.666667,63.3,1,148,B
943,9,13.75,68.8,1,144,B
943,9,13.75,68.8,1,144,B
943,9,13.75,68.8,1,144,B
943,9,13.75,68.8,1,144,B
959,8,5.333333,26.7,1,150,B
959,8,5.333333,26.7,1,150,B
959,8,5.333333,26.7,1,150,B
962,8,10.0,50.0,1,152,B
962,8,10.0,50.0,1,152,B
962,8,10.0,50.0,1,152,B
962,8,10.0,50.0,1,152,B
974,9,4.333333,21.7,1,142,B
974,9,4.333333,21.7,1,142,B
974,9,4.333333,21.7,1,142,B
980,9,12.625,63.1,1,174,C
980,9,12.625,63.1,1,174,C
980,9,12.625,63.1,1,174,C
980,9,12.625,63.1,1,174,C
980,9,12.625,63.1,1,174,C
980,9,12.625,63.1,1,174,C
980,9,12.625,63.1,1,174,C
980,9,12.625,63.1,1,174,C
985,9,12.125,60.6,1,156,B
985,9,12.125,60.6,1,156,B
985,9,12.125,60.6,1,156,B
985,9,12.125,60.6,1,156,B
985,9,12.125,60.6,1,156,B
985,9,12.125,60.6,1,156,B
985,9,12.125,60.6,1,156,B
985,9,12.125,60.6,1,156,B
989,9,12.142857,60.7,1,148,B
989,9,12.142857,60.7,1,148,B
989,9,12.142857,60.7,1,148,B
989,9,12.142857,60.7,1,148,B
989,9,12.142857,60.7,1,148,B
989,9,12.142857,60.7,1,148,B
989,9,12.142857,60.7,1,148,B
993,9,11.0,55.0,1,152,B
993,9,11.0,55.0,1,152,B
993,9,11.0,55.0,1,152,B
993,9,11.0,55.0,1,152,B
993,9,11.0,55.0,1,152,B
993,9,11.0,55.0,1,152,B
996,9,9.0,45.0,1,156,B
996,9,9.0,45.0,1,156,B
996,9,9.0,45.0,1,156,B
996,9,9.0,45.0,1,156,B
996,9,9.0,45.0,1,156,B
996,9,9.0,45.0,1,156,B
998,9,5.0,25.0,1,136,A
998,9,5.0,25.0,1,136,A
998,9,5.0,25.0,1,136,A
1003,8,11.666667,58.3,1,132,A
1003,8,11.666667,58.3,1,132,A
1003,8,11.666667,58.3,1,132,A
1005,9,11.4,57.0,1,152,B
1005,9,11.4,57.0,1,152,B
1005,9,11.4,57.0,1,152,B
1005,9,11.4,57.0,1,152,B
1005,9,11.4,57.0,1,152,B
1007,5,9.0,45.0,1,142,B
1007,5,9.0,45.0,1,142,B
1007,5,9.0,45.0,1,142,B
1007,5,9.0,45.0,1,142,B
1007,5,9.0,45.0,1,142,B
1009,9,11.4,57.0,1,164,C
1009,9,11.4,57.0,1,164,C
1009,9,11.4,57.0,1,164,C
1009,9,11.4,57.0,1,164,C
1009,9,11.4,57.0,1,164,C
1015,9,10.8,54.0,1,150,B
1015,9,10.8,54.0,1,150,B
1015,9,10.8,54.0,1,150,B
1015,9,10.8,54.0,1,150,B
1015,9,10.8,54.0,1,150,B
1019,8,11.0,55.0,1,144,B
1028,8,9.5,47.5,1,146,B
1028,8,9.5,47.5,1,146,B
1048,7,12.5,62.5,1,144,B
1048,7,12.5,62.5,1,144,B
1051,9,9.6,48.0,1,152,B
1051,9,9.6,48.0,1,152,B
1051,9,9.6,48.0,1,152,B
1051,9,9.6,48.0,1,152,B
1051,9,9.6,48.0,1,152,B
1052,9,4.0,20.0,1,132,A
1052,9,4.0,20.0,1,132,A
1052,9,4.0,20.0,1,132,A
1052,9,4.0,20.0,1,132,A
1053,9,13.0,65.0,1,150,B
1053,9,13.0,65.0,1,150,B
1053,9,13.0,65.0,1,150,B
1053,9,13.0,65.0,1,150,B
1053,9,13.0,65.0,1,150,B
1055,9,11.8,59.0,1,148,B
1055,9,11.8,59.0,1,148,B
1055,9,11.8,59.0,1,148,B
1055,9,11.8,59.0,1,148,B
1055,9,11.8,59.0,1,148,B
1059,9,10.8,54.0,1,136,A
1059,9,10.8,54.0,1,136,A
1059,9,10.8,54.0,1,136,A
1059,9,10.8,54.0,1,136,A
1059,9,10.8,54.0,1,136,A
1060,9,11.75,58.8,1,136,A
1060,9,11.75,58.8,1,136,A
1060,9,11.75,58.8,1,136,A
1060,9,11.75,58.8,1,136,A
1064,9,13.2,66.0,1,160,B
1064,9,13.2,66.0,1,160,B
1064,9,13.2,66.0,1,160,B
1064,9,13.2,66.0,1,160,B
1064,9,13.2,66.0,1,160,B
1066,9,11.0,55.0,1,144,B
1066,9,11.0,55.0,1,144,B
1066,9,11.0,55.0,1,144,B
1067,9,9.333333,46.7,1,136,A
1067,9,9.333333,46.7,1,136,A
1067,9,9.333333,46.7,1,136,A
1073,8,12.2,61.0,1,146,B
1073,8,12.2,61.0,1,146,B
1073,8,12.2,61.0,1,146,B
1073,8,12.2,61.0,1,146,B
1073,8,12.2,61.0,1,146,B
1074,9,11.5,57.5,1,152,B
1074,9,11.5,57.5,1,152,B
1074,9,11.5,57.5,1,152,B
1074,9,11.5,57.5,1,152,B
1075,9,12.8,64.0,1,166,C
1075,9,12.8,64.0,1,166,C
1075,9,12.8,64.0,1,166,C
1075,9,12.8,64.0,1,166,C
1075,9,12.8,64.0,1,166,C
1078,2,9.857143,49.3,0,168,C
1078,2,9.857143,49.3,0,168,C
1078,2,9.857143,49.3,0,168,C
1078,2,9.857143,49.3,0,168,C
1078,2,9.857143,49.3,0,168,C
1078,2,9.857143,49.3,0,168,C
1078,2,9.857143,49.3,0,168,C
1079,9,11.2,56.0,1,148,B
1079,9,11.2,56.0,1,148,B
1079,9,11.2,56.0,1,148,B
1079,9,11.2,56.0,1,148,B
1079,9,11.2,56.0,1,148,B
1080,9,12.666667,63.3,1,148,B
1080,9,12.666667,63.3,1,148,B
1080,9,12.666667,63.3,1,148,B
1081,9,13.5,67.5,1,156,B
1081,9,13.5,67.5,1,156,B
1081,9,13.5,67.5,1,156,B
1081,9,13.5,67.5,1,156,B
1084,9,12.8,64.0,1,152,B
1084,9,12.8,64.0,1,152,B
1084,9,12.8,64.0,1,152,B
1084,9,12.8,64.0,1,152,B
1084,9,12.8,64.0,1,152,B
1085,9,12.8,64.0,1,156,B
1085,9,12.8,64.0,1,156,B
1085,9,12.8,64.0,1,156,B
1085,9,12.8,64.0,1,156,B
1085,9,12.8,64.0,1,156,B
1092,9,11.0,55.0,1,142,B
1092,9,11.0,55.0,1,142,B
1092,9,11.0,55.0,1,142,B
1092,9,11.0,55.0,1,142,B
1094,9,11.0,55.0,1,142,B
1094,9,11.0,55.0,1,142,B
1094,9,11.0,55.0,1,142,B
1094,9,11.0,55.0,1,142,B
1094,9,11.0,55.0,1,142,B
1096,9,9.4,47.0,1,154,B
1096,9,9.4,47.0,1,154,B
1096,9,9.4,47.0,1,154,B
1096,9,9.4,47.0,1,154,B
1096,9,9.4,47.0,1,154,B
1098,9,8.5,42.5,1,150,B
1098,9,8.5,42.5,1,150,B
1098,9,8.5,42.5,1,150,B
1098,9,8.5,42.5,1,150,B
1101,9,11.5,57.5,1,146,B
1101,9,11.5,57.5,1,146,B
1101,9,11.5,57.5,1,146,B
1101,9,11.5,57.5,1,146,B
1107,9,12.5,62.5,1,148,B
1107,9,12.5,62.5,1,148,B
1107,9,12.5,62.5,1,148,B
1107,9,12.5,62.5,1,148,B
1107,9,12.5,62.5,1,148,B
1107,9,12.5,62.5,1,148,B
1109,9,7.0,35.0,1,150,B
1109,9,7.0,35.0,1,150,B
1110,9,9.6,48.0,1,146,B
1110,9,9.6,48.0,1,146,B
1110,9,9.6,48.0,1,146,B
1110,9,9.6,48.0,1,146,B
1110,9,9.6,48.0,1,146,B
1112,9,12.0,60.0,1,146,B
1112,9,12.0,60.0,1,146,B
1112,9,12.0,60.0,1,146,B
1112,9,12.0,60.0,1,146,B
1112,9,12.0,60.0,1,146,B
1113,9,12.75,63.8,1,140,A
1113,9,12.75,63.8,1,140,A
1113,9,12.75,63.8,1,140,A
1113,9,12.75,63.8,1,140,A
1114,9,12.6,63.0,1,150,B
1114,9,12.6,63.0,1,150,B
1114,9,12.6,63.0,1,150,B
1114,9,12.6,63.0,1,150,B
1114,9,12.6,63.0,1,150,B
1115,9,13.5,67.5,1,144,B
1115,9,13.5,67.5,1,144,B
1115,9,13.5,67.5,1,144,B
1115,9,13.5,67.5,1,144,B
1118,9,13.75,68.8,1,156,B
1118,9,13.75,68.8,1,156,B
1118,9,13.75,68.8,1,156,B
1118,9,13.75,68.8,1,156,B
1121,9,13.75,68.8,1,138,A
1121,9,13.75,68.8,1,138,A
1121,9,13.75,68.8,1,138,A
1121,9,13.75,68.8,1,138,A
1124,9,11.5,57.5,1,150,B
1124,9,11.5,57.5,1,150,B
1124,9,11.5,57.5,1,150,B
1124,9,11.5,57.5,1,150,B
1124,9,11.5,57.5,1,150,B
1124,9,11.5,57.5,1,150,B
1125,9,10.666667,53.3,1,140,A
1125,9,10.666667,53.3,1,140,A
1125,9,10.666667,53.3,1,140,A
1126,9,10.333333,51.7,1,148,B
1126,9,10.333333,51.7,1,148,B
1126,9,10.333333,51.7,1,148,B
1127,9,15.25,76.3,1,162,C
1127,9,15.25,76.3,1,162,C
1127,9,15.25,76.3,1,162,C
1127,9,15.25,76.3,1,162,C
1128,9,10.8,54.0,1,140,A
1128,9,10.8,54.0,1,140,A
1128,9,10.8,54.0,1,140,A
1128,9,10.8,54.0,1,140,A
1128,9,10.8,54.0,1,140,A
1130,9,13.5,67.5,1,146,B
1130,9,13.5,67.5,1,146,B
1130,9,13.5,67.5,1,146,B
1130,9,13.5,67.5,1,146,B
1132,9,14.0,70.0,1,142,B
1132,9,14.0,70.0,1,142,B
1132,9,14.0,70.0,1,142,B
1132,9,14.0,70.0,1,142,B
1136,9,8.75,43.8,1,138,A
1136,9,8.75,43.8,1,138,A
1136,9,8.75,43.8,1,138,A
1136,9,8.75,43.8,1,138,A
1141,9,11.6,58.0,1,146,B
1141,9,11.6,58.0,1,146,B
1141,9,11.6,58.0,1,146,B
1141,9,11.6,58.0,1,146,B
1141,9,11.6,58.0,1,146,B
1143,9,11.4,57.0,1,138,A
1143,9,11.4,57.0,1,138,A
1143,9,11.4,57.0,1,138,A
1143,9,11.4,57.0,1,138,A
1143,9,11.4,57.0,1,138,A
1144,9,13.0,65.0,1,144,B
1144,9,13.0,65.0,1,144,B
1144,9,13.0,65.0,1,144,B
1144,9,13.0,65.0,1,144,B
1144,9,13.0,65.0,1,144,B
1214,9,12.0,60.0,1,146,B
1214,9,12.0,60.0,1,146,B
1214,9,12.0,60.0,1,146,B
1214,9,12.0,60.0,1,146,B
1218,9,6.75,33.8,1,136,A
1218,9,6.75,33.8,1,136,A
1218,9,6.75,33.8,1,136,A
1218,9,6.75,33.8,1,136,A
1222,8,7.25,36.3,1,162,C
1222,8,7.25,36.3,1,162,C
1222,8,7.25,36.3,1,162,C
1222,8,7.25,36.3,1,162,C
1229,8,11.0,55.0,1,144,B
1229,8,11.0,55.0,1,144,B
1229,8,11.0,55.0,1,144,B
1233,9,12.0,60.0,1,154,B
1233,9,12.0,60.0,1,154,B
1233,9,12.0,60.0,1,154,B
1233,9,12.0,60.0,1,154,B
1233,9,12.0,60.0,1,154,B
1233,9,12.0,60.0,1,154,B
1234,8,11.5,57.5,1,148,B
1234,8,11.5,57.5,1,148,B
1234,8,11.5,57.5,1,148,B
1234,8,11.5,57.5,1,148,B
1247,9,10.125,50.6,1,144,B
1247,9,10.125,50.6,1,144,B
1247,9,10.125,50.6,1,144,B
1247,9,10.125,50.6,1,144,B
1247,9,10.125,50.6,1,144,B
1247,9,10.125,50.6,1,144,B
1247,9,10.125,50.6,1,144,B
1247,9,10.125,50.6,1,144,B
1250,8,15.0,75.0,1,140,A
1250,8,15.0,75.0,1,140,A
1254,8,10.0,50.0,1,146,B
1254,8,10.0,50.0,1,146,B
1254,8,10.0,50.0,1,146,B
1255,9,10.6,53.0,1,160,B
1255,9,10.6,53.0,1,160,B
1255,9,10.6,53.0,1,160,B
1255,9,10.6,53.0,1,160,B
1255,9,10.6,53.0,1,160,B
1262,8,7.666667,38.3,1,140,A
1262,8,7.666667,38.3,1,140,A
1262,8,7.666667,38.3,1,140,A
1264,9,2.666667,13.3,1,144,B
1264,9,2.666667,13.3,1,144,B
1264,9,2.666667,13.3,1,144,B
1272,7,9.666667,48.3,1,158,B
1272,7,9.666667,48.3,1,158,B
1272,7,9.666667,48.3,1,158,B
1297,8,8.75,43.8,1,168,C
1297,8,8.75,43.8,1,168,C
1297,8,8.75,43.8,1,168,C
1297,8,8.75,43.8,1,168,C
1335,8,15.75,78.8,1,150,B
1335,8,15.75,78.8,1,150,B
1335,8,15.75,78.8,1,150,B
1335,8,15.75,78.8,1,150,B
1358,9,11.6,58.0,1,150,B
1358,9,11.6,58.0,1,150,B
1358,9,11.6,58.0,1,150,B
1358,9,11.6,58.0,1,150,B
1358,9,11.6,58.0,1,150,B
1360,9,13.428571,67.1,1,144,B
1360,9,13.428571,67.1,1,144,B
1360,9,13.428571,67.1,1,144,B
1360,9,13.428571,67.1,1,144,B
1360,9,13.428571,67.1,1,144,B
1360,9,13.428571,67.1,1,144,B
